block_id,drug_row_id,drug_col_id,cell_line_id,conc_r_unit,conc_c_unit,synergy_zip,synergy_loewe,synergy_hsa,synergy_bliss,ic50_row,ic50_col,ri_row,ri_col,css_row,css_col,css_ri,S_sum,quality,S_mean,S_max,dname_row,chembl_id_row,inchikey_row,smiles_row,molecular_formula_row,drugbank_id_row,kegg_id_row,cmaps_name_row,dname_col,chembl_id_col,inchikey_col,smiles_col,molecular_formula_col,drugbank_id_col,kegg_id_col,cmaps_name_col,cell_line_name,cell_disease_id,tumor_location_cosmic,tumor_location_cellosaurus
4701,1,26,4,uM,uM,-3.92489597602933,-6.06622372154328,-1.65219290488344,-6.17055180799623,10.0,0.0034098240224188,4.246,52.864,30.143,59.728,44.9355,-12.1745,,16.380499999999998,-7.9285,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,391210-10-9,CHEMBL507361,SUDAHWBOROXANE-SECBINFHSA-N,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,C16H14F3IN2O4,DB07101,,PD-0325901,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4705,1,29,4,uM,uM,5.16642271519958,-5.00001321494562,7.63204533461755,4.09709469812376,10.0,20.0,4.246,34.547,94.258,64.001,79.1295,40.3365,,59.73299999999999,44.5825,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Sorafenib,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,C21H16ClF3N4O3,DB00398,D08524,sorafenib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4709,1,30,4,uM,uM,5.13645789169074,-0.779692022029178,10.6353084872038,5.86351354735807,10.0,5.0,4.246,38.25,78.32,66.514,72.417,29.921,,51.169,34.167,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Sunitinib,CHEMBL535,WINHZLLDWRZWRT-ATVHPVEESA-N,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,C22H27FN4O2,DB01268,D06402,sunitinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4713,1,31,4,uM,uM,-8.59874940282592,-28.3735097050304,-10.7939531203459,-12.0515997577092,10.0,92.320290932801,4.246,7.632,-2.237,25.221,11.492,-0.385999999999999,,5.553000000000001,3.860000000000001,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,temozolomide,CHEMBL810,BPEGJWRSRHCHSN-UHFFFAOYSA-N,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,C6H6N6O2,DB00853,D06067,temozolomide,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4717,1,35,4,uM,uM,-3.45596119791051,-11.8848118846814,-3.25397883417409,-5.65460696295784,10.0,4.0,4.246,15.401,80.766,61.612,71.189,51.542,,61.3655,55.788,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Vorinostat,CHEMBL98,WAEXFXRVDQXREF-UHFFFAOYSA-N,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,C14H20N2O3,DB02546,D06320,vorinostat,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4721,2,4,4,uM,uM,10.9607434151771,-35.8208942958764,4.80365646862633,7.0672858282233,0.151859259563708,0.0464858993314337,-3.734,38.393,62.526,39.845,51.1855,16.5265,,33.855999999999995,12.792499999999997,Veliparib,CHEMBL506871,JNAHVYVRKWKWKQ-CYBMUJFWSA-N,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,C13H16N4O,DB07232,D09692,veliparib,915019-65-7,CHEMBL1879463,JOGKUKXHTYWRGZ-UHFFFAOYSA-N,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,C30H23N5O,DB11651,D10552,NVP-BEZ235,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4725,2,10,4,uM,uM,6.90846445445616,-54.5071187826163,6.73625671164455,9.11780233387315,0.151859259563708,0.0110887210319778,-3.734,31.661,56.937,32.575,44.756,16.829,,30.7925,13.095,Veliparib,CHEMBL506871,JNAHVYVRKWKWKQ-CYBMUJFWSA-N,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,C13H16N4O,DB07232,D09692,veliparib,Dinaciclib,CHEMBL2103840,PIMQWRZWLQKKBJ-SFHVURJKSA-N,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,C21H28N6O2,DB12021,D09604,dinaciclib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4729,2,36,4,uM,uM,3.64092285726352,-41.5405934218876,-3.99775153137368,-1.32088079261013,0.151859259563708,0.524844391102545,-3.734,24.423,59.725,18.351,39.038,18.349,,28.6935,14.614999999999998,Veliparib,CHEMBL506871,JNAHVYVRKWKWKQ-CYBMUJFWSA-N,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,C13H16N4O,DB07232,D09692,veliparib,geldanamycin,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,C29H40N2O9,DB02424,C11222,geldanamycin,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4741,2,28,4,uM,uM,8.21492729552486,-86.467687192237,2.66436271862632,5.9523404676639,0.151859259563708,0.005,-3.734,6.981,62.007,4.039,33.023,29.776,,31.399500000000003,26.042,Veliparib,CHEMBL506871,JNAHVYVRKWKWKQ-CYBMUJFWSA-N,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,C13H16N4O,DB07232,D09692,veliparib,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,FJHBVJOVLFPMQE-QFIPXVFZSA-N,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)O,C22H20N2O5,DB05482,C11173,SN-38,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4745,2,29,4,uM,uM,12.12607950607,-6.47925907251066,8.02899846862631,10.249434392708,0.151859259563708,20.0,-3.734,34.547,96.049,45.437,70.743,39.93,,55.3365,36.196,Veliparib,CHEMBL506871,JNAHVYVRKWKWKQ-CYBMUJFWSA-N,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,C13H16N4O,DB07232,D09692,veliparib,Sorafenib,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,C21H16ClF3N4O3,DB00398,D08524,sorafenib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4753,3,2,4,uM,uM,8.54307316923715,-42.6365657759816,7.24484263194162,10.0260663344836,0.275182465695595,0.147261962652638,22.134,-3.729,23.132,44.95,34.041,15.636,,24.8385,11.906999999999996,MK-1775,CHEMBL1976040,BKWJAKQVGHWELA-UHFFFAOYSA-N,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,C27H32N8O2,DB11740,,MK-1775,Veliparib,CHEMBL506871,JNAHVYVRKWKWKQ-CYBMUJFWSA-N,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,C13H16N4O,DB07232,D09692,veliparib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4757,3,4,4,uM,uM,19.9585100642979,18.8541661369597,23.7923723915806,17.8881566195976,0.275182465695595,0.0464858993314337,22.134,38.393,89.592,91.722,90.657,30.13,,60.3935,52.264,MK-1775,CHEMBL1976040,BKWJAKQVGHWELA-UHFFFAOYSA-N,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,C27H32N8O2,DB11740,,MK-1775,915019-65-7,CHEMBL1879463,JOGKUKXHTYWRGZ-UHFFFAOYSA-N,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,C30H23N5O,DB11651,D10552,NVP-BEZ235,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4761,3,5,4,uM,uM,1.97326075173683,-0.692067318542864,2.44876795891169,1.17610213659911,0.275182465695595,0.0077324775308884,22.134,36.901,73.928,66.238,70.083,11.048,,40.5655,33.181999999999995,MK-1775,CHEMBL1976040,BKWJAKQVGHWELA-UHFFFAOYSA-N,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,C27H32N8O2,DB11740,,MK-1775,Bortezomib,CHEMBL325041,GXJABQQUPOEUTA-RDJZCZTQSA-N,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C19H25BN4O4,DB00188,D03150,bortezomib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4765,3,8,4,uM,uM,19.8121980302863,19.4568339547453,24.2824814956412,19.2872923149087,0.275182465695595,3.0,22.134,15.013,92.686,83.366,88.026,50.879,,69.4525,65.892,MK-1775,CHEMBL1976040,BKWJAKQVGHWELA-UHFFFAOYSA-N,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,C27H32N8O2,DB11740,,MK-1775,Dasatinib,CHEMBL1421,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,C22H26ClN7O2S,DB01254,D03658,dasatinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4769,3,10,4,uM,uM,6.46512445651434,0.0988778876990892,6.77426955632538,4.88414247209781,0.275182465695595,0.0110887210319778,22.134,31.661,77.6,74.518,76.059,22.264,,49.1615,44.398,MK-1775,CHEMBL1976040,BKWJAKQVGHWELA-UHFFFAOYSA-N,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,C27H32N8O2,DB11740,,MK-1775,Dinaciclib,CHEMBL2103840,PIMQWRZWLQKKBJ-SFHVURJKSA-N,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,C21H28N6O2,DB12021,D09604,dinaciclib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4773,3,12,4,uM,uM,3.41528051403735,1.19278241616613,6.62081778907891,2.57453176262584,0.275182465695595,5.0,22.134,8.723,54.084,52.466,53.275,22.418,,37.8465,31.141,MK-1775,CHEMBL1976040,BKWJAKQVGHWELA-UHFFFAOYSA-N,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,C27H32N8O2,DB11740,,MK-1775,Erlotinib,CHEMBL553,AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,C22H23N3O4,DB00530,D07907,erlotinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4777,3,36,4,uM,uM,10.9704303305865,11.3529071706713,16.2731852921919,11.0561737393153,0.275182465695595,0.524844391102545,22.134,24.423,68.251,68.124,68.1875,21.6305,,44.909,43.7645,MK-1775,CHEMBL1976040,BKWJAKQVGHWELA-UHFFFAOYSA-N,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,C27H32N8O2,DB11740,,MK-1775,geldanamycin,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,C29H40N2O9,DB02424,C11222,geldanamycin,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4781,3,15,4,uM,uM,9.10695294289254,-17.3629816577527,10.2724319329885,8.31931851224231,0.275182465695595,5.0,22.134,3.612,38.488,61.04,49.764,24.018,,36.891000000000005,27.630000000000003,MK-1775,CHEMBL1976040,BKWJAKQVGHWELA-UHFFFAOYSA-N,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,C27H32N8O2,DB11740,,MK-1775,Lapatinib,CHEMBL554,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C29H26ClFN4O4S,DB01259,D04024,lapatinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4785,3,16,4,uM,uM,9.52441238817235,-23.3737513416194,10.4535320076734,9.77271909750021,0.275182465695595,0.124215844359492,22.134,0.494,25.936,64.913,45.4245,22.7965,,34.1105,23.2905,MK-1775,CHEMBL1976040,BKWJAKQVGHWELA-UHFFFAOYSA-N,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,C27H32N8O2,DB11740,,MK-1775,MK-2206,CHEMBL1079175,ULDXWLCXEDXJGE-UHFFFAOYSA-N,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,C25H21N5O,,,MK-2206,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4809,3,26,4,uM,uM,-1.56926710060146,1.47826421628278,5.31784062787971,-2.34955372176502,0.275182465695595,0.0034098240224188,22.134,52.864,46.974,69.199,58.0865,-16.9115,,20.58750000000001,5.222500000000004,MK-1775,CHEMBL1976040,BKWJAKQVGHWELA-UHFFFAOYSA-N,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,C27H32N8O2,DB11740,,MK-1775,391210-10-9,CHEMBL507361,SUDAHWBOROXANE-SECBINFHSA-N,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,C16H14F3IN2O4,DB07101,,PD-0325901,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4813,3,28,4,uM,uM,1.37335301690726,0.846185593535157,7.6170520390789,3.69631936405283,0.275182465695595,0.005,22.134,6.981,58.145,53.784,55.9645,26.8495,,41.407,33.8305,MK-1775,CHEMBL1976040,BKWJAKQVGHWELA-UHFFFAOYSA-N,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,C27H32N8O2,DB11740,,MK-1775,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,FJHBVJOVLFPMQE-QFIPXVFZSA-N,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)O,C22H20N2O5,DB05482,C11173,SN-38,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4817,3,29,4,uM,uM,4.97189695034057,2.67826329462897,11.4986722665806,5.89577377925136,0.275182465695595,20.0,22.134,34.547,95.87,66.934,81.402,24.721,,53.0615,46.855,MK-1775,CHEMBL1976040,BKWJAKQVGHWELA-UHFFFAOYSA-N,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,C27H32N8O2,DB11740,,MK-1775,Sorafenib,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,C21H16ClF3N4O3,DB00398,D08524,sorafenib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4825,4,10,4,uM,uM,4.77949520951348,0.994144879326683,5.50172240542469,3.05661600950618,0.04648380831425,0.0110887210319778,38.392,31.661,77.606,71.123,74.3645,4.3115,,39.33800000000001,35.972500000000004,915019-65-7,CHEMBL1879463,JOGKUKXHTYWRGZ-UHFFFAOYSA-N,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,C30H23N5O,DB11651,D10552,NVP-BEZ235,Dinaciclib,CHEMBL2103840,PIMQWRZWLQKKBJ-SFHVURJKSA-N,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,C21H28N6O2,DB12021,D09604,dinaciclib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4837,4,28,4,uM,uM,8.66316301873533,7.97297741835103,12.2968389576145,8.76532621881153,0.04648380831425,0.005,38.392,6.981,73.806,59.509,66.6575,21.2845,,43.971,28.2655,915019-65-7,CHEMBL1879463,JOGKUKXHTYWRGZ-UHFFFAOYSA-N,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,C30H23N5O,DB11651,D10552,NVP-BEZ235,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,FJHBVJOVLFPMQE-QFIPXVFZSA-N,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)O,C22H20N2O5,DB05482,C11173,SN-38,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4841,4,29,4,uM,uM,4.36786687004675,3.3070852893203,9.1346495287912,3.4353009014909,0.04648380831425,20.0,38.392,34.547,96.141,64.945,80.543,7.60400000000001,,44.07350000000001,42.151,915019-65-7,CHEMBL1879463,JOGKUKXHTYWRGZ-UHFFFAOYSA-N,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,C30H23N5O,DB11651,D10552,NVP-BEZ235,Sorafenib,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,C21H16ClF3N4O3,DB00398,D08524,sorafenib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
4845,5,2,4,uM,uM,0.39069401846674,-60.2328798220581,-4.03184394305838,-1.95168789451866,0.0078122487385619,0.147261962652638,37.01,-3.729,35.035,49.956,42.4955,9.2145,,25.855,5.485500000000002,Bortezomib,CHEMBL325041,GXJABQQUPOEUTA-RDJZCZTQSA-N,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C19H25BN4O4,DB00188,D03150,bortezomib,Veliparib,CHEMBL506871,JNAHVYVRKWKWKQ-CYBMUJFWSA-N,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,C13H16N4O,DB07232,D09692,veliparib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma
