	dname_drug1	chembl_id_drug1	dname_drug2	chembl_id_drug2	cell_line_name	NCI_thesaurus_code	disease_cui	drug1_target_count	drug2_target_count	proteins_in_LCC	oc_drug1_drug2	oc_dis_drug1	oc_dis_drug2	ji_drug1_drug2	ji_dis_drug1	ji_dis_drug2	min_spl_dis_dru1	Closest_distance_dis_dru1	Dc_mean_dis_dru1	Dc_std_dis_dru1	Dc_zscore_dis_dru1	min_spl_dis_dru2	Closest_distance_dis_dru2	Dc_mean_dis_dru2	Dc_std_dis_dru2	Dc_zscore_dis_dru2	min_spl_dru1_dru2	obs_sep_dru1_dru2	sep_mean_dru1_dru2	sep_std_dru1_dru2	zscore_dru1_dru2	pvalue_dru1_dru2	ratio_links_dis_dru1	ratio_links_dis_dru2
19	Erlotinib	CHEMBL553	Sorafenib	CHEMBL1336	HT29	C4349	C0338106	2	10	238.0	0.0	1.0	0.2	0.0	0.0084033613445378	0.008130081300813	0.0	0.0	1.297	0.2771118907589496	-4.680419871005164	0.0	0.9	1.1135	0.124047369984212	-1.721116699428395	1.0	-0.0333333333333332	-0.2291999999999999	0.2892867166747281	0.6770676127756594	0.4983630566664021	0.0938018242122719	0.0785112659317768
20	etoposide	CHEMBL44657	Bortezomib	CHEMBL325041	HT29	C4349	C0338106	2	3	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.2895	0.3177101666613771	-0.9112078566518016	1.0	1.0	1.0443333333333336	0.1761662724688115	-0.2516561922554292	2.0	0.5	-0.1149	0.3721576592431403	1.6522567377775497	0.0984822245106484	0.1159844054580896	0.0512423491693383
21	etoposide	CHEMBL44657	Dasatinib	CHEMBL1421	HT29	C4349	C0338106	2	10	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.2895	0.3177101666613771	-0.9112078566518016	1.0	1.0	1.0089	0.0938658084714556	-0.094816207785675	2.0	0.7	0.0634166666666666	0.272063603164162	2.3398327667858663	0.0192923763581902	0.1159844054580896	0.0565339519446635
22	etoposide	CHEMBL44657	Erlotinib	CHEMBL553	HT29	C4349	C0338106	2	2	238.0	0.0	0.0	1.0	0.0	0.0	0.0084033613445378	1.0	1.0	1.2895	0.3177101666613771	-0.9112078566518016	0.0	0.0	1.297	0.2771118907589496	-4.680419871005164	2.0	0.25	-0.33425	0.3700870674584563	1.578682562490742	0.1144088864518719	0.1159844054580896	0.0938018242122719
23	etoposide	CHEMBL44657	Lapatinib	CHEMBL554	HT29	C4349	C0338106	2	2	238.0	0.0	0.0	1.0	0.0	0.0	0.0084033613445378	1.0	1.0	1.2895	0.3177101666613771	-0.9112078566518016	0.0	0.0	0.9145	0.1947812876022745	-4.69500952199949	2.0	0.5	-0.08775	0.388571019892117	1.5125935026322423	0.130382945606277	0.1159844054580896	0.0632462686567164
24	etoposide	CHEMBL44657	Sorafenib	CHEMBL1336	HT29	C4349	C0338106	2	10	238.0	0.0	0.0	0.2	0.0	0.0	0.008130081300813	1.0	1.0	1.2895	0.3177101666613771	-0.9112078566518016	0.0	0.9	1.1135	0.124047369984212	-1.721116699428395	2.0	0.8	0.0267166666666667	0.2871049899910793	2.693381725470393	0.0070731235977903	0.1159844054580896	0.0785112659317768
25	etoposide	CHEMBL44657	Sunitinib	CHEMBL535	HT29	C4349	C0338106	2	8	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.2895	0.3177101666613771	-0.9112078566518016	1.0	1.125	1.1529464285714284	0.1505048635986118	-0.1856845546597083	2.0	0.975	0.0182624999999999	0.2765616112980071	3.4594009468981355	0.0005413783601817	0.1159844054580896	0.0681347279378319
26	etoposide	CHEMBL44657	Vorinostat	CHEMBL98	HT29	C4349	C0338106	2	4	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.2895	0.3177101666613771	-0.9112078566518016	1.0	1.0	0.95775	0.1314436666408846	0.3214304734470823	2.0	0.25	-0.0150416666666666	0.3442853886232241	0.7698312952709142	0.4413999730606153	0.1159844054580896	0.0550092290231879
27	gemcitabine	CHEMBL888	Bortezomib	CHEMBL325041	HT29	C4349	C0338106	3	3	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.3333333333333333	1.484	0.2901524503505777	-0.5192672558326604	1.0	1.0	1.0443333333333336	0.1761662724688115	-0.2516561922554292	2.0	0.5	-0.0436666666666668	0.3198678546594584	1.6996602151393794	0.0891948568838483	0.0494505494505494	0.0512423491693383
28	gemcitabine	CHEMBL888	Dasatinib	CHEMBL1421	HT29	C4349	C0338106	3	10	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.3333333333333333	1.484	0.2901524503505777	-0.5192672558326604	1.0	1.0	1.0089	0.0938658084714556	-0.094816207785675	2.0	0.7576923076923074	0.0478333333333333	0.2386873203932339	2.974012080698261	0.0029393350262776	0.0494505494505494	0.0565339519446635
29	gemcitabine	CHEMBL888	Erlotinib	CHEMBL553	HT29	C4349	C0338106	3	2	238.0	0.0	0.0	1.0	0.0	0.0	0.0084033613445378	1.0	1.3333333333333333	1.484	0.2901524503505777	-0.5192672558326604	0.0	0.0	1.297	0.2771118907589496	-4.680419871005164	2.0	0.3999999999999999	-0.3159666666666667	0.3500024745944265	2.04560458464275	0.0407952900379835	0.0494505494505494	0.0938018242122719
30	gemcitabine	CHEMBL888	Lapatinib	CHEMBL554	HT29	C4349	C0338106	3	2	238.0	0.0	0.0	1.0	0.0	0.0	0.0084033613445378	1.0	1.3333333333333333	1.484	0.2901524503505777	-0.5192672558326604	0.0	0.0	0.9145	0.1947812876022745	-4.69500952199949	2.0	0.8999999999999999	-0.0290666666666666	0.3658895036604478	2.539200106513188	0.0111106254063619	0.0494505494505494	0.0632462686567164
31	gemcitabine	CHEMBL888	Sorafenib	CHEMBL1336	HT29	C4349	C0338106	3	10	238.0	0.0	0.0	0.2	0.0	0.0	0.008130081300813	1.0	1.3333333333333333	1.484	0.2901524503505777	-0.5192672558326604	0.0	0.9	1.1135	0.124047369984212	-1.721116699428395	2.0	0.7615384615384617	0.0307294871794871	0.2277147281891396	3.2093179926068074	0.0013305025321577	0.0494505494505494	0.0785112659317768
32	gemcitabine	CHEMBL888	Sunitinib	CHEMBL535	HT29	C4349	C0338106	3	8	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.3333333333333333	1.484	0.2901524503505777	-0.5192672558326604	1.0	1.125	1.1529464285714284	0.1505048635986118	-0.1856845546597083	3.0	1.375	0.0229867424242423	0.2408829750993082	5.612738953503734	1.9914891957739652e-08	0.0494505494505494	0.0681347279378319
33	Lapatinib	CHEMBL554	Bortezomib	CHEMBL325041	HT29	C4349	C0338106	2	3	238.0	0.0	1.0	0.0	0.0	0.0084033613445378	0.0	0.0	0.0	0.9145	0.1947812876022745	-4.69500952199949	1.0	1.0	1.0443333333333336	0.1761662724688115	-0.2516561922554292	2.0	1.0	0.1569999999999999	0.3569094189473477	2.361943830135684	0.0181793964206595	0.0632462686567164	0.0512423491693383
34	Lapatinib	CHEMBL554	Dasatinib	CHEMBL1421	HT29	C4349	C0338106	2	10	238.0	0.0	1.0	0.0	0.0	0.0084033613445378	0.0	0.0	0.0	0.9145	0.1947812876022745	-4.69500952199949	1.0	1.0	1.0089	0.0938658084714556	-0.094816207785675	1.0	0.1166666666666667	0.0378333333333333	0.2122217786499145	0.3714667450006556	0.7102899205141728	0.0632462686567164	0.0565339519446635
35	Lapatinib	CHEMBL554	Erlotinib	CHEMBL553	HT29	C4349	C0338106	2	2	238.0	0.5	1.0	1.0	0.3333333333333333	0.0084033613445378	0.0084033613445378	0.0	0.0	0.9145	0.1947812876022745	-4.69500952199949	0.0	0.0	1.297	0.2771118907589496	-4.680419871005164	0.0	-0.75	-0.9915	0.2077925648332971	1.1622167530091605	0.2451474312756278	0.0632462686567164	0.0938018242122719
36	Lapatinib	CHEMBL554	Sorafenib	CHEMBL1336	HT29	C4349	C0338106	2	10	238.0	0.0	1.0	0.2	0.0	0.0084033613445378	0.008130081300813	0.0	0.0	0.9145	0.1947812876022745	-4.69500952199949	0.0	0.9	1.1135	0.124047369984212	-1.721116699428395	1.0	0.4666666666666668	0.12855	0.3110888721714245	1.086881264207833	0.2770892874545683	0.0632462686567164	0.0785112659317768
37	metformin	CHEMBL1431	Bortezomib	CHEMBL325041	HT29	C4349	C0338106	1	3	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.931	0.2612259558313454	0.2641391426070548	1.0	1.0	1.0443333333333336	0.1761662724688115	-0.2516561922554292	1.0	-inf	-inf				0.0346820809248554	0.0512423491693383
38	metformin	CHEMBL1431	Dasatinib	CHEMBL1421	HT29	C4349	C0338106	1	10	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.931	0.2612259558313454	0.2641391426070548	1.0	1.0	1.0089	0.0938658084714556	-0.094816207785675	2.0	-inf	-inf				0.0346820809248554	0.0565339519446635
39	metformin	CHEMBL1431	Erlotinib	CHEMBL553	HT29	C4349	C0338106	1	2	238.0	0.0	0.0	1.0	0.0	0.0	0.0084033613445378	1.0	1.0	0.931	0.2612259558313454	0.2641391426070548	0.0	0.0	1.297	0.2771118907589496	-4.680419871005164	2.0	-inf	-inf				0.0346820809248554	0.0938018242122719
40	metformin	CHEMBL1431	Lapatinib	CHEMBL554	HT29	C4349	C0338106	1	2	238.0	0.0	0.0	1.0	0.0	0.0	0.0084033613445378	1.0	1.0	0.931	0.2612259558313454	0.2641391426070548	0.0	0.0	0.9145	0.1947812876022745	-4.69500952199949	2.0	-inf	-inf				0.0346820809248554	0.0632462686567164
41	metformin	CHEMBL1431	Sorafenib	CHEMBL1336	HT29	C4349	C0338106	1	10	238.0	0.0	0.0	0.2	0.0	0.0	0.008130081300813	1.0	1.0	0.931	0.2612259558313454	0.2641391426070548	0.0	0.9	1.1135	0.124047369984212	-1.721116699428395	2.0	-inf	-inf				0.0346820809248554	0.0785112659317768
42	metformin	CHEMBL1431	Sunitinib	CHEMBL535	HT29	C4349	C0338106	1	8	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.931	0.2612259558313454	0.2641391426070548	1.0	1.125	1.1529464285714284	0.1505048635986118	-0.1856845546597083	2.0	-inf	-inf				0.0346820809248554	0.0681347279378319
43	metformin	CHEMBL1431	Vorinostat	CHEMBL98	HT29	C4349	C0338106	1	4	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.931	0.2612259558313454	0.2641391426070548	1.0	1.0	0.95775	0.1314436666408846	0.3214304734470823	2.0	-inf	-inf				0.0346820809248554	0.0550092290231879
44	Sunitinib	CHEMBL535	Bortezomib	CHEMBL325041	HT29	C4349	C0338106	8	3	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.125	1.1529464285714284	0.1505048635986118	-0.1856845546597083	1.0	1.0	1.0443333333333336	0.1761662724688115	-0.2516561922554292	2.0	1.0568181818181817	0.0236534090909089	0.2165076753535557	4.771954486325349	1.824467383837458e-06	0.0681347279378319	0.0512423491693383
45	Sunitinib	CHEMBL535	Dasatinib	CHEMBL1421	HT29	C4349	C0338106	8	10	238.0	0.25	0.0	0.0	0.125	0.0	0.0	1.0	1.125	1.1529464285714284	0.1505048635986118	-0.1856845546597083	1.0	1.0	1.0089	0.0938658084714556	-0.094816207785675	0.0	-0.3416666666666667	0.0386180555555555	0.168306842519286	-2.25947273759025	0.0238539942831794	0.0681347279378319	0.0565339519446635
46	Sunitinib	CHEMBL535	Erlotinib	CHEMBL553	HT29	C4349	C0338106	8	2	238.0	0.0	0.0	1.0	0.0	0.0	0.0084033613445378	1.0	1.125	1.1529464285714284	0.1505048635986118	-0.1856845546597083	0.0	0.0	1.297	0.2771118907589496	-4.680419871005164	1.0	0.0749999999999999	-0.2448374999999999	0.3072733999938003	1.0408889933409564	0.2979270706067263	0.0681347279378319	0.0938018242122719
47	Sunitinib	CHEMBL535	Lapatinib	CHEMBL554	HT29	C4349	C0338106	8	2	238.0	0.0	0.0	1.0	0.0	0.0	0.0084033613445378	1.0	1.125	1.1529464285714284	0.1505048635986118	-0.1856845546597083	0.0	0.0	0.9145	0.1947812876022745	-4.69500952199949	1.0	0.575	0.0948625	0.315386191586997	1.522379586702855	0.1279139966831775	0.0681347279378319	0.0632462686567164
48	Sunitinib	CHEMBL535	Sorafenib	CHEMBL1336	HT29	C4349	C0338106	8	10	238.0	0.75	0.0	0.2	0.5	0.0	0.008130081300813	1.0	1.125	1.1529464285714284	0.1505048635986118	-0.1856845546597083	0.0	0.9	1.1135	0.124047369984212	-1.721116699428395	0.0	-0.7694444444444444	-0.0463319444444444	0.1612381690020471	-4.484747652963109	7.300027589529634e-06	0.0681347279378319	0.0785112659317768
49	Vorinostat	CHEMBL98	Bortezomib	CHEMBL325041	HT29	C4349	C0338106	4	3	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.95775	0.1314436666408846	0.3214304734470823	1.0	1.0	1.0443333333333336	0.1761662724688115	-0.2516561922554292	2.0	0.75	0.048267857142857	0.2650440321283178	2.6476058986206787	0.0081063965875249	0.0550092290231879	0.0512423491693383
50	Vorinostat	CHEMBL98	Dasatinib	CHEMBL1421	HT29	C4349	C0338106	4	10	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.95775	0.1314436666408846	0.3214304734470823	1.0	1.0	1.0089	0.0938658084714556	-0.094816207785675	1.0	0.5571428571428572	0.2594821428571429	0.2017530306969592	1.4753717119264098	0.1401126362816827	0.0550092290231879	0.0565339519446635
51	Vorinostat	CHEMBL98	Erlotinib	CHEMBL553	HT29	C4349	C0338106	4	2	238.0	0.0	0.0	1.0	0.0	0.0	0.0084033613445378	1.0	1.0	0.95775	0.1314436666408846	0.3214304734470823	0.0	0.0	1.297	0.2771118907589496	-4.680419871005164	1.0	0.0833333333333332	-0.090875	0.3392808954858299	0.5134634329583377	0.6076271834624811	0.0550092290231879	0.0938018242122719
52	Vorinostat	CHEMBL98	gemcitabine	CHEMBL888	HT29	C4349	C0338106	4	3	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.95775	0.1314436666408846	0.3214304734470823	1.0	1.3333333333333333	1.484	0.2901524503505777	-0.5192672558326604	2.0	0.3928571428571428	2.976190476179585e-05	0.3164735456031198	1.2412645113946246	0.2145080501676921	0.0550092290231879	0.0494505494505494
53	Vorinostat	CHEMBL98	Lapatinib	CHEMBL554	HT29	C4349	C0338106	4	2	238.0	0.0	0.0	1.0	0.0	0.0	0.0084033613445378	1.0	1.0	0.95775	0.1314436666408846	0.3214304734470823	0.0	0.0	0.9145	0.1947812876022745	-4.69500952199949	1.0	0.25	0.2687916666666667	0.3701482412306063	-0.0507679480096713	0.9595104317106626	0.0550092290231879	0.0632462686567164
54	Vorinostat	CHEMBL98	Sorafenib	CHEMBL1336	HT29	C4349	C0338106	4	10	238.0	0.0	0.0	0.2	0.0	0.0	0.008130081300813	1.0	1.0	0.95775	0.1314436666408846	0.3214304734470823	0.0	0.9	1.1135	0.124047369984212	-1.721116699428395	2.0	0.55	0.1392464285714286	0.1995339876616083	2.0585644392832587	0.0395359822801018	0.0550092290231879	0.0785112659317768
55	Vorinostat	CHEMBL98	Sunitinib	CHEMBL535	HT29	C4349	C0338106	4	8	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.95775	0.1314436666408846	0.3214304734470823	1.0	1.125	1.1529464285714284	0.1505048635986118	-0.1856845546597083	2.0	0.625	0.0989375	0.2141865253033621	2.4560952153965507	0.0140455937275161	0.0550092290231879	0.0681347279378319
56	Dasatinib	CHEMBL1421	Sorafenib	CHEMBL1336	LNCAP	C4863	C0600139	10	10	3409.0	0.2	1.0	1.0	0.1111111111111111	0.0029334115576415	0.0029334115576415	0.0	0.0	0.6957000000000001	0.1484301519233878	-4.687053075032124	0.0	0.0	0.7429	0.130420818890237	-5.696176471834834	0.0	-0.35	0.0440499999999999	0.1565314584995616	-2.517385347183125	0.0118229442032224	0.482442415033227	0.559276980267766
57	Lapatinib	CHEMBL554	Dasatinib	CHEMBL1421	LNCAP	C4863	C0600139	2	10	3409.0	0.0	1.0	1.0	0.0	0.0005866823115283	0.0029334115576415	0.0	0.0	0.601	0.3518508206612569	-1.7081102692058534	0.0	0.0	0.6957000000000001	0.1484301519233878	-4.687053075032124	1.0	0.1166666666666667	0.0378333333333333	0.2122217786499145	0.3714667450006556	0.7102899205141728	0.4521526980482204	0.482442415033227
58	Lapatinib	CHEMBL554	Sorafenib	CHEMBL1336	LNCAP	C4863	C0600139	2	10	3409.0	0.0	1.0	1.0	0.0	0.0005866823115283	0.0029334115576415	0.0	0.0	0.601	0.3518508206612569	-1.7081102692058534	0.0	0.0	0.7429	0.130420818890237	-5.696176471834834	1.0	0.4666666666666668	0.12855	0.3110888721714245	1.086881264207833	0.2770892874545683	0.4521526980482204	0.559276980267766
59	hydroxyurea	CHEMBL467	Nilotinib	CHEMBL255863	HT29	C4349	C0338106	1	2	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.281	0.4960231849419944	-0.5665057774121193	1.0	1.0	0.9665	0.1874239845910869	0.1787391302830784	2.0	-inf	-inf				0.0714285714285714	0.0402497085114652
60	Romidepsin	CHEMBL343448	Ixabepilone	CHEMBL1201752	MCF7	C4194	C1134719	4	1	280.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.9545	0.1137090585661494	0.400144021714248	1.0	1.0	0.953	0.2116388433156824	0.222076435798198	2.0	-inf	-inf				0.0710873277410883	0.0336134453781512
61	anastrozole	CHEMBL1399	Vorinostat	CHEMBL98	MCF7	C4194	C1134719	1	4	280.0	0.0	0.0	0.25	0.0	0.0	0.0035335689045936	2.0	2.0	1.751	0.4505541032994816	0.5526528294305441	0.0	0.75	0.96475	0.1217371656479647	-1.7640463276515457	3.0	-inf	-inf				0.0	0.0881410876891149
62	Vorinostat	CHEMBL98	Lapatinib	CHEMBL554	MCF7	C4194	C1134719	4	2	280.0	0.0	0.25	1.0	0.0	0.0035335689045936	0.0071428571428571	0.0	0.75	0.96475	0.1217371656479647	-1.7640463276515457	0.0	0.0	0.9295	0.1810517881712302	-5.133890194560923	1.0	0.25	0.2687916666666667	0.3701482412306063	-0.0507679480096713	0.9595104317106626	0.0881410876891149	0.0832950631458094
63	Pralatrexate	CHEMBL1201746	6-Mercaptopurine	CHEMBL1425	HT29	C4349	C0338106	2	3	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.5	1.6695	0.3232951437927888	-0.5242887289041326	1.0	1.3333333333333333	1.3296666666666666	0.2391835650243924	0.0153299273145827	2.0	-0.7999999999999998	-0.1305666666666667	0.3854926299915184	-1.7365658413445202	0.0824638332601592	0.0625	0.0435185185185185
64	Vorinostat	CHEMBL98	Sorafenib	CHEMBL1336	MCF7	C4194	C1134719	4	10	280.0	0.0	0.25	0.3	0.0	0.0035335689045936	0.0104529616724738	0.0	0.75	0.96475	0.1217371656479647	-1.7640463276515457	0.0	0.7	1.0881999999999998	0.1214115315775235	-3.197389860386754	2.0	0.55	0.1392464285714286	0.1995339876616083	2.0585644392832587	0.0395359822801018	0.0881410876891149	0.1008023624320745
65	raloxifene	CHEMBL81	hydroxyurea	CHEMBL467	HT29	C4349	C0338106	2	1	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.9295	0.1740107755284137	0.405147323698286	1.0	1.0	1.281	0.4960231849419944	-0.5665057774121193	2.0	-inf	-inf				0.0268294920307304	0.0714285714285714
66	raloxifene	CHEMBL81	mitoxantrone	CHEMBL58	HT29	C4349	C0338106	2	1	238.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.9295	0.1740107755284137	0.405147323698286	1.0	1.0	1.129	0.4103157320893265	-0.3143920398643561	1.0	-inf	-inf				0.0268294920307304	0.074074074074074
