dname_drug1,molecular_formula_drug1,smiles_drug1,dname_drug2,molecular_formula_drug2,smiles_drug2,cell_line_name,disease_cui,latent_0_drug1,latent_1_drug1,latent_2_drug1,latent_3_drug1,latent_4_drug1,latent_0_drug2,latent_1_drug2,latent_2_drug2,latent_3_drug2,latent_4_drug2,drug1_target_count,drug2_target_count,proteins_in_LCC,oc_drug1_drug2,oc_dis_drug1,oc_dis_drug2,ji_drug1_drug2,ji_dis_drug1,ji_dis_drug2,min_spl_dis_dru1,Closest_distance_dis_dru1,Dc_mean_dis_dru1,Dc_std_dis_dru1,Dc_zscore_dis_dru1,min_spl_dis_dru2,Closest_distance_dis_dru2,Dc_mean_dis_dru2,Dc_std_dis_dru2,Dc_zscore_dis_dru2,min_spl_dru1_dru2,obs_sep_dru1_dru2,sep_mean_dru1_dru2,sep_std_dru1_dru2,zscore_dru1_dru2,pvalue_dru1_dru2,ratio_links_dis_dru1,ratio_links_dis_dru2,synergy_zip,synergy_loewe,synergy_hsa,synergy_bliss
doxorubicin,C27H29NO11,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,Bortezomib,C19H25BN4O4,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,HT29,C0338106,0.07928624,-0.25512946,0.5047785,-0.07861761,-0.0914699,0.432284,1.4101224,2.739043,0.86354136,-1.2017273,1,3,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.114,0.3937054736728968,-0.2895565533709469,1.0,1.0,1.0443333333333336,0.1761662724688115,-0.2516561922554292,2.0,-inf,-inf,,,,0.074074074074074,0.0512423491693383,-1.30307305996249,-6.11393403188008,-1.86417480358831,-2.79324107867984
doxorubicin,C27H29NO11,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,Dasatinib,C22H26ClN7O2S,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,HT29,C0338106,0.07928624,-0.25512946,0.5047785,-0.07861761,-0.0914699,-0.07183958,-0.00080411753,-0.086573705,0.114251636,0.12668216,1,10,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.114,0.3937054736728968,-0.2895565533709469,1.0,1.0,1.0089,0.0938658084714556,-0.094816207785675,2.0,-inf,-inf,,,,0.074074074074074,0.0565339519446635,0.669440429482582,7.29322552780193,11.0162943885655,0.600419611500509
doxorubicin,C27H29NO11,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,Erlotinib,C22H23N3O4,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,HT29,C0338106,0.07928624,-0.25512946,0.5047785,-0.07861761,-0.0914699,-0.053044267,0.06918139,-0.20834954,0.08374546,0.038711086,1,2,238.0,0.0,0.0,1.0,0.0,0.0,0.0084033613445378,1.0,1.0,1.114,0.3937054736728968,-0.2895565533709469,0.0,0.0,1.297,0.2771118907589496,-4.680419871005164,2.0,-inf,-inf,,,,0.074074074074074,0.0938018242122719,2.34265878719253,1.96851199703966,6.21834648568967,1.83026235868899
doxorubicin,C27H29NO11,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,Lapatinib,C29H26ClFN4O4S,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,HT29,C0338106,0.07928624,-0.25512946,0.5047785,-0.07861761,-0.0914699,0.025083175,0.012112469,-0.33900538,0.04253316,-0.08140227,1,2,238.0,0.0,0.0,1.0,0.0,0.0,0.0084033613445378,1.0,1.0,1.114,0.3937054736728968,-0.2895565533709469,0.0,0.0,0.9145,0.1947812876022745,-4.69500952199949,2.0,-inf,-inf,,,,0.074074074074074,0.0632462686567164,1.50847258695844,0.026663250075037,4.95652648568967,0.579488383811208
doxorubicin,C27H29NO11,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,Sorafenib,C21H16ClF3N4O3,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,HT29,C0338106,0.07928624,-0.25512946,0.5047785,-0.07861761,-0.0914699,-0.09031988,0.05298067,-0.095041685,0.06507606,0.020801008,1,10,238.0,0.0,0.0,0.2,0.0,0.0,0.008130081300813,1.0,1.0,1.114,0.3937054736728968,-0.2895565533709469,0.0,0.9,1.1135,0.124047369984212,-1.721116699428395,2.0,-inf,-inf,,,,0.074074074074074,0.0785112659317768,-5.83132201913649,-8.54597425431992,-0.516021677901186,-6.7870861951384
doxorubicin,C27H29NO11,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,Sunitinib,C22H27FN4O2,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,HT29,C0338106,0.07928624,-0.25512946,0.5047785,-0.07861761,-0.0914699,0.03032278,0.04484181,-0.34433344,0.06865776,-0.13290855,1,8,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.114,0.3937054736728968,-0.2895565533709469,1.0,1.125,1.1529464285714284,0.1505048635986118,-0.1856845546597083,2.0,-inf,-inf,,,,0.074074074074074,0.0681347279378319,-0.349457091426558,-1.46584562040948,7.57199209469501,-0.754380169792582
doxorubicin,C27H29NO11,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,Vorinostat,C14H20N2O3,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,HT29,C0338106,0.07928624,-0.25512946,0.5047785,-0.07861761,-0.0914699,0.17290325,-0.017249381,-0.29870108,0.23054022,-0.08890957,1,4,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.114,0.3937054736728968,-0.2895565533709469,1.0,1.0,0.95775,0.1314436666408846,0.3214304734470823,2.0,-inf,-inf,,,,0.074074074074074,0.0550092290231879,6.06683197053093,4.42367770214265,9.9548980304247,4.90808197726097
Erlotinib,C22H23N3O4,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,Bortezomib,C19H25BN4O4,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,HT29,C0338106,-0.053044267,0.06918139,-0.20834954,0.08374546,0.038711086,0.432284,1.4101224,2.739043,0.86354136,-1.2017273,2,3,238.0,0.0,1.0,0.0,0.0,0.0084033613445378,0.0,0.0,0.0,1.297,0.2771118907589496,-4.680419871005164,1.0,1.0,1.0443333333333336,0.1761662724688115,-0.2516561922554292,2.0,0.5,-0.1606999999999999,0.3453387370877083,1.913194000684021,0.055723221268159,0.0938018242122719,0.0512423491693383,-1.12040242342278,-2.88840239207082,0.871441130935119,0.275915602690214
Erlotinib,C22H23N3O4,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,Dasatinib,C22H26ClN7O2S,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,HT29,C0338106,-0.053044267,0.06918139,-0.20834954,0.08374546,0.038711086,-0.07183958,-0.00080411753,-0.086573705,0.114251636,0.12668216,2,10,238.0,0.0,1.0,0.0,0.0,0.0084033613445378,0.0,0.0,0.0,1.297,0.2771118907589496,-4.680419871005164,1.0,1.0,1.0089,0.0938658084714556,-0.094816207785675,1.0,-0.2166666666666667,-0.3006666666666667,0.266926123778763,0.3146938141941546,0.7529941413703425,0.0938018242122719,0.0565339519446635,7.95895228097499,11.6970886022025,13.9240816122039,7.87619481942743
Erlotinib,C22H23N3O4,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,Sorafenib,C21H16ClF3N4O3,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,HT29,C0338106,-0.053044267,0.06918139,-0.20834954,0.08374546,0.038711086,-0.09031988,0.05298067,-0.095041685,0.06507606,0.020801008,2,10,238.0,0.0,1.0,0.2,0.0,0.0084033613445378,0.008130081300813,0.0,0.0,1.297,0.2771118907589496,-4.680419871005164,0.0,0.9,1.1135,0.124047369984212,-1.721116699428395,1.0,-0.0333333333333332,-0.2291999999999999,0.2892867166747281,0.6770676127756594,0.4983630566664021,0.0938018242122719,0.0785112659317768,-1.47196668497127,-1.73321415030771,4.49228584511656,0.916964737568452
etoposide,C29H32O13,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Bortezomib,C19H25BN4O4,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,HT29,C0338106,-0.031604804,0.09552931,-0.106463045,0.10366731,0.035005257,0.432284,1.4101224,2.739043,0.86354136,-1.2017273,2,3,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2895,0.3177101666613771,-0.9112078566518016,1.0,1.0,1.0443333333333336,0.1761662724688115,-0.2516561922554292,2.0,0.5,-0.1149,0.3721576592431403,1.6522567377775497,0.0984822245106484,0.1159844054580896,0.0512423491693383,2.60290353979344,-1.12629225451359,2.75313046291689,2.43738058606658
etoposide,C29H32O13,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Dasatinib,C22H26ClN7O2S,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,HT29,C0338106,-0.031604804,0.09552931,-0.106463045,0.10366731,0.035005257,-0.07183958,-0.00080411753,-0.086573705,0.114251636,0.12668216,2,10,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2895,0.3177101666613771,-0.9112078566518016,1.0,1.0,1.0089,0.0938658084714556,-0.094816207785675,2.0,0.7,0.0634166666666666,0.272063603164162,2.3398327667858663,0.0192923763581902,0.1159844054580896,0.0565339519446635,4.05399358887227,7.35013549694351,9.46139567646754,3.12535655287218
etoposide,C29H32O13,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Erlotinib,C22H23N3O4,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,HT29,C0338106,-0.031604804,0.09552931,-0.106463045,0.10366731,0.035005257,-0.053044267,0.06918139,-0.20834954,0.08374546,0.038711086,2,2,238.0,0.0,0.0,1.0,0.0,0.0,0.0084033613445378,1.0,1.0,1.2895,0.3177101666613771,-0.9112078566518016,0.0,0.0,1.297,0.2771118907589496,-4.680419871005164,2.0,0.25,-0.33425,0.3700870674584563,1.578682562490742,0.1144088864518719,0.1159844054580896,0.0938018242122719,9.66744880202483,9.21442819745417,12.5012781475156,10.1479194734053
etoposide,C29H32O13,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Lapatinib,C29H26ClFN4O4S,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,HT29,C0338106,-0.031604804,0.09552931,-0.106463045,0.10366731,0.035005257,0.025083175,0.012112469,-0.33900538,0.04253316,-0.08140227,2,2,238.0,0.0,0.0,1.0,0.0,0.0,0.0084033613445378,1.0,1.0,1.2895,0.3177101666613771,-0.9112078566518016,0.0,0.0,0.9145,0.1947812876022745,-4.69500952199949,2.0,0.5,-0.08775,0.388571019892117,1.5125935026322423,0.130382945606277,0.1159844054580896,0.0632462686567164,5.61834619068963,5.5367959054168,8.04622621001561,5.36028339826101
etoposide,C29H32O13,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Sorafenib,C21H16ClF3N4O3,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,HT29,C0338106,-0.031604804,0.09552931,-0.106463045,0.10366731,0.035005257,-0.09031988,0.05298067,-0.095041685,0.06507606,0.020801008,2,10,238.0,0.0,0.0,0.2,0.0,0.0,0.008130081300813,1.0,1.0,1.2895,0.3177101666613771,-0.9112078566518016,0.0,0.9,1.1135,0.124047369984212,-1.721116699428395,2.0,0.8,0.0267166666666667,0.2871049899910793,2.693381725470393,0.0070731235977903,0.1159844054580896,0.0785112659317768,-2.26133168091796,-5.27751758276032,0.340418752879716,-3.10590808557581
etoposide,C29H32O13,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Sunitinib,C22H27FN4O2,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,HT29,C0338106,-0.031604804,0.09552931,-0.106463045,0.10366731,0.035005257,0.03032278,0.04484181,-0.34433344,0.06865776,-0.13290855,2,8,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2895,0.3177101666613771,-0.9112078566518016,1.0,1.125,1.1529464285714284,0.1505048635986118,-0.1856845546597083,2.0,0.975,0.0182624999999999,0.2765616112980071,3.4594009468981355,0.0005413783601817,0.1159844054580896,0.0681347279378319,3.92270208791535,3.27247453607232,9.13288822341631,3.97809460020213
etoposide,C29H32O13,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Vorinostat,C14H20N2O3,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,HT29,C0338106,-0.031604804,0.09552931,-0.106463045,0.10366731,0.035005257,0.17290325,-0.017249381,-0.29870108,0.23054022,-0.08890957,2,4,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2895,0.3177101666613771,-0.9112078566518016,1.0,1.0,0.95775,0.1314436666408846,0.3214304734470823,2.0,0.25,-0.0150416666666666,0.3442853886232241,0.7698312952709142,0.4413999730606153,0.1159844054580896,0.0550092290231879,6.34529633524003,5.86325096687017,10.1948002565663,7.4043732127614
gemcitabine,C9H11F2N3O4,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,Bortezomib,C19H25BN4O4,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,HT29,C0338106,0.019758305,0.102377936,-0.10226057,0.058777735,-0.021785364,0.432284,1.4101224,2.739043,0.86354136,-1.2017273,3,3,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,1.484,0.2901524503505777,-0.5192672558326604,1.0,1.0,1.0443333333333336,0.1761662724688115,-0.2516561922554292,2.0,0.5,-0.0436666666666668,0.3198678546594584,1.6996602151393794,0.0891948568838483,0.0494505494505494,0.0512423491693383,5.83483078947356,0.890847216349325,7.14250232141168,6.20456455589736
gemcitabine,C9H11F2N3O4,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,Dasatinib,C22H26ClN7O2S,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,HT29,C0338106,0.019758305,0.102377936,-0.10226057,0.058777735,-0.021785364,-0.07183958,-0.00080411753,-0.086573705,0.114251636,0.12668216,3,10,238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,1.484,0.2901524503505777,-0.5192672558326604,1.0,1.0,1.0089,0.0938658084714556,-0.094816207785675,2.0,0.7576923076923074,0.0478333333333333,0.2386873203932339,2.974012080698261,0.0029393350262776,0.0494505494505494,0.0565339519446635,5.56349986603676,12.9824404458632,16.6857897825299,5.47306272992095
gemcitabine,C9H11F2N3O4,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,Erlotinib,C22H23N3O4,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,HT29,C0338106,0.019758305,0.102377936,-0.10226057,0.058777735,-0.021785364,-0.053044267,0.06918139,-0.20834954,0.08374546,0.038711086,3,2,238.0,0.0,0.0,1.0,0.0,0.0,0.0084033613445378,1.0,1.3333333333333333,1.484,0.2901524503505777,-0.5192672558326604,0.0,0.0,1.297,0.2771118907589496,-4.680419871005164,2.0,0.3999999999999999,-0.3159666666666667,0.3500024745944265,2.04560458464275,0.0407952900379835,0.0494505494505494,0.0938018242122719,9.56695114136231,8.18159004371129,13.907802771748,9.32676253851361
gemcitabine,C9H11F2N3O4,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,Lapatinib,C29H26ClFN4O4S,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,HT29,C0338106,0.019758305,0.102377936,-0.10226057,0.058777735,-0.021785364,0.025083175,0.012112469,-0.33900538,0.04253316,-0.08140227,3,2,238.0,0.0,0.0,1.0,0.0,0.0,0.0084033613445378,1.0,1.3333333333333333,1.484,0.2901524503505777,-0.5192672558326604,0.0,0.0,0.9145,0.1947812876022745,-4.69500952199949,2.0,0.8999999999999999,-0.0290666666666666,0.3658895036604478,2.539200106513188,0.0111106254063619,0.0494505494505494,0.0632462686567164,9.92524708221232,9.21085719932164,14.3385519421541,9.25608157733552
